section,container,subtitle,type,title,text
13. Terrain,Terrain And Movement,13.06,accordion,13.06.01 - Solid Terrain and Movement,"If a terrain feature has the Solid rule (13.11), as dense terrain features do, a model cannot end a move such that any part of it is through any enclosed part of that terrain feature that is 3"" or less from ground level – not even through small openings such as doors and windows. This ensures that protruding elements of models cannot be used to circumvent the visibility restrictions of the Solid rule."
13. Terrain,Terrain And Movement,13.06,header,,Terrain and Movement
13. Terrain,Terrain And Movement,13.06,image,,-
13. Terrain,Terrain And Movement,13.06,text,,"All sections of the ***dense*** ***terrain feature (A)*** are more than 2"" in height, so the Monster model ***(B)*** cannot move through it and must move around it instead. | The Infantry models ***(C)*** can move through ***dense terrain features***, such as the walls of this ruin."
13. Terrain,Terrain And Movement,13.06,image,,-
13. Terrain,Terrain And Movement,13.06,text,,"1. This Infantry model can move vertically and end its move on the top surface of the ***terrain feature (D)***, as it is stable and no part of its base overhangs the outer edge of that surface. | 2. This Vehicle model cannot move through the ***dense*** ***terrain feature (E)***, but It can move vertically to ascend and descend sections that are more than 2"" in height (provided it does not end that move on top of such sections). | 3. This INFANTRY model is not being moved over or through any ***terrain features***. Its move through the ***terrain area*** shown is therefore unimpeded."
13. Terrain,Terrain And Visibility,13.07,text,,"Terrain can affect visibility, depending on whether the Benefit of Cover, Hidden, Obscuring or Solid rules apply."
13. Terrain,Benefit Of Cover,13.08,text,,"Each time a ranged attack targets a unit, if every model in that unit meets one or more of the following conditions, that unit has the benefit of cover against that attack: | - That model has the INFANTRY/BEASTS/SWARM keyword and is within a terrain area. | - That model is not fully visible to the attacking model due to one or more intervening terrain features and/or one or more intervening obscuring terrain areas (13.10). | Each time a ranged attack targets a unit that has the benefit of coveragainst it, worsen the BS characteristic of that attack by 1."
13. Terrain,Benefit Of Cover,13.08,header,,Benefit of Cover
13. Terrain,Benefit Of Cover,13.08,image,,-
13. Terrain,Benefit Of Cover,13.08,text,,"When Unit ***E*** makes ranged attacks: | • Unit ***A*** is ***fully visible*** to every model in Unit ***E***, so does not have the ***benefit of cover***. | • Not all of the models in unit ***B*** are within a ***terrain area***, so unit ***B*** does not have the ***benefit of cover***. | • All of the models in unit ***C*** are within a ***terrain area***, so unit ***C*** has the ***benefit of cover*** (-1 BS). | • Unit ***D*** is not ***fully visible*** to unit ***E*** due to an intervening ***obscuring*** ***terrain area***, so unit ***D*** has the ***benefit of cover*** (-1 BS)."
13. Terrain,Hidden,13.09,text,,"A model is hidden while all of the following apply to it: | - That model has the INFANTRY/BEASTS/SWARM keyword and is within a terrain area that contains one or more light/dense terrain features. | - That model’s unit did not make one or more ranged attacks during this turn or during the previous turn. | While a model is hidden, it can only be visible to enemy models that are within its detection range. Unless otherwise stated, a model’s detection range is 15""."
13. Terrain,Hidden,13.09,accordion,13.09.01 - Hidden and the First Turn,"During the first turn, conditions that require something not to have happened during the previous turn are true. For the Hidden rule, this means that during the first turn a unit has not made ranged attacks during the previous turn."
13. Terrain,Obscuring,13.10,text,,"Terrain areas containing one or more light or dense terrain features are obscuring terrain areas. If every line of sight drawn between two models crosses one or more obscuring terrain areas (excluding obscuring terrain areas that one or both of those models are within), those two models are not visible to each other."
13. Terrain,Obscuring,13.10,header,,Hidden and Obscuring
13. Terrain,Obscuring,13.10,image,,-
13. Terrain,Obscuring,13.10,text,,"• There is an ***obscuring*** ***terrain area*** between all models in units ***A*** and ***D***, so none of them are ***visible*** to each other. | • All models in units ***B*** and ***C*** are within the ***terrain area*** and are Infantry, so are ***hidden***. However, unit ***D***’s models are within the 15"" ***detection range*** of unit ***B***’s models (but not unit ***C***’s), so unit ***B***’s models are ***visible*** to unit ***D***’s. Unit ***D***’s models are also ***visible*** to the models in units ***B*** and ***C***, since they are not within a ***terrain area***."
13. Terrain,Solid,13.11,text,,"Dense terrain features have the Solid rule. Line of sight cannot be drawn across any enclosed gap in the surface of such a terrain feature that is 3"" or less from ground level. | Designer’s Note: This rule ensures that models are not visible while sheltering in ground-level terrain, irrespective of small openings such as doors, windows or bullet holes, or because of small gaps between adjacent terrain features. 3"" is the height of the first floor of many terrain features, but some missions may adjust the height at which this rule takes effect."
13. Terrain,Solid,13.11,accordion,13.11.01 - Gone to Ground,"Hidden models that are within Solid terrain features gain an extra benefit while they have gone to ground. | A model has gone to ground while all of the following apply: | - That model is hidden. | - That model is not fully visible to the attacking model due to one or more intervening Solid terrain features. | - That model’s unit did not make one or more ranged attacks during this turn or during the previous turn. | While a model has gone to ground, subtract 3"" from that model’s detection range. | Designer’s Note: Units that made ranged attacks in the current or previous turn cannot go to ground, regardless of any abilities that allow them to shoot and remain hidden."
13. Terrain,Solid,13.11,header,,Solid
13. Terrain,Solid,13.11,image,,-
13. Terrain,Solid,13.11,text,,"Units ***A*** and ***B*** are not ***visible*** to each other, because even though there is a window in this ***dense*** ***terrain feature***, it has the ***Solid*** rule, so ***line of sight*** cannot be drawn through such enclosed gaps that are 3"" or less from ground level. | Units ***A*** and ***C*** are ***visible*** to each other, because even though this ***dense*** ***terrain feature*** has the ***Solid*** rule, ***line of sight*** can be drawn normally through enclosed gaps that are more than 3"" from ground level."
14. Objectives,Objectives,14.00,text,,"Objectives represent critical locations that both sides are attempting to secure, and many missions require your forces to take control of them to achieve victory. This section describes how to do so with your models."
14. Objectives,Terrain Objectives,14.01,text,,"If a mission uses objectives, it will state where they are located on the battlefield. Typically, your mission will have a deployment map showing several points where objectives should be placed. The location of each point should coincide with a terrain area (13.01); that terrain area is the objective, and is called a terrain objective. | When measuring distances to and from an objective, measure to and from the closest part of it."
14. Objectives,Terrain Objectives,14.01,accordion,14.01.01 - Objectives Not Within A Terrain Area,"If the location point of an objective does not coincide with a terrain area, you must denote the location of that objective with a flat, circular marker, 40 mm in diameter, centred on that point – this is called anobjective marker. Models can move through objective markers and they can end a move on top of objective markers. | A model is within range of an objective marker while it is within 3"" horizontally and 5"" vertically of that objective marker. When measuring distances to and from an objective marker, measure to and from the closest part of it."
14. Objectives,Level Of Control,14.02,text,,"At the start of the battle, no objective on the battlefield is controlled by either player. To gain control of an objective, a player will need one or more models with an OC characteristic of 1 or more within range of it. A model is within range of a terrain objective while it is within that terrain area. | At the end of each phase and turn, to determine a player’s level of control over an objective, add together the OC characteristics of all the models in that player’s army that are within range of that objective: | - The player who has the highest level of control over that objective controls that objective. | - If both players have the same level of control over that objective, unless that objective is secured (14.03), that objective is not controlled by either player. | While one or more units from a player’s army are within range of an objective that player controls, for each of those units that contains one or more models with an OC characteristic of 1 or more, that unit is said to be controlling that objective."
14. Objectives,Secured Objectives,14.03,text,,"Some rules allow an objective to be secured by a player’s army. When an objective is secured by a player’s army, that objective remains under their control – even once they no longer have any units within range of it – until their opponent’s level of control over that objective is greater than theirs at the end of a phase."
14. Objectives,Secured Objectives,14.03,header,,Controlling a Terrain Objective
14. Objectives,Secured Objectives,14.03,image,,-
14. Objectives,Secured Objectives,14.03,text,,"Vehicle ***A*** has an ***OC*** characteristic of 3, and it is within the ***terrain area***. | Vehicle ***B*** has an ***OC*** characteristic of 2, and it is wholly within the ***terrain area***. | The models in unit ***C*** each have an ***OC*** characteristic of 1. Six of its models are within the ***terrain area***. | Unit ***D*** is currently ***battle-shocked***, so the ***OC*** characteristic of all of its models is ‘-’. | Both players add together the ***OC*** characteristics of all their models that are within the ***terrain area***. The BLUE player’s ***level of control*** is 5, and the RED player’s ***level of control*** is 6. The RED player therefore controls the ***objective***."
15. Stratagems,Stratagems,15.00,text,,"Stratagems can be used by spending Command Points, to create epic moments of tactical brilliance or peerless martial might. They are used when a player deems that a critical point in the battle is reached, where extra combat prowess or fleeting but powerful effects are required to tip the balance in their favour."
15. Stratagems,Using Stratagems,15.01,text,,"During the battle, both players can use stratagems. Each stratagem states: | - How many CP it costs to use. | - WHEN: When it can be used. | - TARGET: Which units it can target. | - EFFECT: What the effects of using that stratagem are. | - RESTRICTIONS: Any additional restrictions that apply. | Each player can use the same stratagem multiple times during the battle, but the following restrictions apply: | - Each player cannot use the same stratagem more than once in the same phase. | - Unless otherwise stated, each player cannot target the same unit with more than one stratagem in the same phase. | Each time you use a stratagem, resolve the following sequence: | 1. Select targets as described in that stratagem. | 2. Reduce your CP total by the CP cost listed in that stratagem. If that stratagem contains a section that carries an additional CP cost (e.g. +1CP), you can only use that additional section if you increase the CP cost of that stratagem by the amount shown. If you do not have enough CP remaining, you cannot use that stratagem. | 3. Resolve the effects of that stratagem. | CORE STRATAGEMS | All players can use core stratagems (see overleaf). Additional stratagems can be found in Codexes and other publications."
15. Stratagems,Using Stratagems,15.01,accordion,15.01.01 - Modifying CP Cost,"Some rules modify the cost of using certain stratagems. In such cases, the following points apply: | - The CP cost of a stratagem use can never be modified below 0CP. | - If a rule modifies the CP cost of a stratagem when you use it, but does not specify a duration for that modifier, that modifier only applies to that usage of that stratagem."
15. Stratagems,Using Stratagems,15.01,accordion,15.01.02 - Affected By A Stratagem,"If a unit is selected as the target of a stratagem, it is said to be affected by that stratagem."
15. Stratagems,Using Stratagems,15.01,accordion,15.01.03 - Stratagem Definitions,"- Your Opponent’s Stratagems: stratagems that your opponent uses are sometimes referred to as your opponent’s stratagems. | - Your Stratagems: stratagems that you use are sometimes referred to as your stratagems. | - Your Unit (in Stratagems): The term ‘your unit(s)’ in the Effect section of stratagems always relates to the unit(s) selected in the Target section of that stratagem, and never refers to any other units from your army."
16. Actions,Actions,16.00,text,,"Actions represent vital battlefield tasks your forces must carry out, from searching for missing archeotech to completing a blasphemous ritual."
16. Actions,Performing Actions,16.01,text,,"Some rules allow units to perform actions. Each action states: | ▪ STARTS: When it is started. | ▪ UNITS: Which friendly units can perform it. | ▪ USE LIMIT: How many times friendly units can start it. | ▪ COMPLETES: When it completes. | ▪ EFFECT: What the effects of completing it are. | ▪ Any additional restrictions that may apply. | STARTING AN ACTION | A unit iseligible to start an action unless one or more of the following apply to that unit: | ▪ It is not on the battlefield. | ▪ It is an AIRCRAFT/FORTIFICATION unit. | ▪ It is battle-shocked. | ▪ It has an OC characteristic of 0 or ‘-’. | ▪ It is engaged (unless it is a TITANIC unit). | ▪ It made an advance orfall-back move this turn. | ▪ It started another action this turn. | If a unit starts an action, until the end of the turn: | ▪ It is not eligible to shoot (excluding TITANIC units). | ▪ It is not eligible to declare a charge. | COMPLETING AN ACTION | If a unit performing an action makes a move (excluding pile-in and consolidation moves) or leaves the battlefield, that unit does not complete that action. Otherwise, when an action is completed, its ‘Effect’ section is triggered."
17. Monsters And Vehicles,Monsters And Vehicles,17.00,text,,"Due to their imposing bulk and implacable nature, Monsters and Vehicles function differently on the battlefield. This section details the additional rules required to use these units in your games."
17. Monsters And Vehicles,Moving Monsters And Vehicles,17.01,text,,"Each time you make a normal or advance move with a unit, MONSTER/VEHICLE models in that unit can be moved through friendly and enemy models (excluding other MONSTER/VEHICLE models)."
17. Monsters And Vehicles,Frame,17.02,text,,"Some models do not have a base; many of these are MONSTER/VEHICLE models. Such models have the FRAME keyword, as do some other large models. Whenever a rule refers to a model’s position in relation to anything else on the battlefield (e.g. when measuring distances), if that model has the FRAME keyword, unless otherwise stated, measure to and from the closest point on that model (so not necessarily from its base, if it has one). | When rotating a FRAME model as part of a move, if that model does not have a base, turn it any amount around its central axis, while keeping it upright."
17. Monsters And Vehicles,Shooting At Engaged Monsters And Vehicles,17.03,text,,"In your Shooting phase, enemy MONSTER/VEHICLE units that are engaged can be selected as targets of ranged attacks (excluding attacks made with [BLAST] weapons). | Each time a model makes a ranged attack that targets such a unit, subtract 1 from the hit roll (excluding attacks made with [CLOSE‑QUARTERS] weapons by models in a unit engaged with the target)."
17. Monsters And Vehicles,Shooting At Engaged Monsters And Vehicles,17.03,accordion,17.03.01 - Shooting While Engaged With Monsters/Vehicles,"A unit that is engaged with an enemy MONSTER/VEHICLE unit is still not eligible to shoot, and so cannot make ranged attacks against that MONSTER/VEHICLE unit, unless that unit is eligible to shoot while engaged (e.g. because it is using close‑quarters shooting)."
17. Monsters And Vehicles,Shooting At Engaged Monsters And Vehicles,17.03,header,,Engaged Monsters/Vehicles – Shooting
17. Monsters And Vehicles,Shooting At Engaged Monsters And Vehicles,17.03,image,,-
17. Monsters And Vehicles,Shooting At Engaged Monsters And Vehicles,17.03,text,,"The Vehicle can shoot at Infantry unit ***A*** using ***close-quarters shooting***. While resolving those attacks, subtract 1 from ***hit rolls*** (excluding attacks made with [Close‑quarters] weapons). | Infantry unit ***A*** can shoot at the Vehicle using ***normal shooting***. While resolving those attacks, subtract 1 from ***hit rolls***. As the Vehicle is ***engaged***, [Blast] weapons cannot target it, but can target other ***unengaged*** units. | The Vehicle can shoot at Infantry unit ***B*** using ***close-quarters shooting***. While resolving those attacks, subtract 1 from ***hit rolls***. As the INFANTRY unit is ***engaged***, [Blast] weapons cannot target it, but can target other ***unengaged*** units. | Infantry unit ***B*** is ***engaged***, but can shoot at the VEHICLE using ***close-quarters shooting***. While doing so, it can only make attacks with its [CLOSE-QUARTERS] weapons and can only target the VEHICLE it is ***engaged*** with."
18. Transports,Transports,18.00,text,,"TRANSPORT models can carry passengers across the battlefield. This section explains how to use such models in your battles, and how units can embark within and disembark from them."
18. Transports,Transport Capacity,18.01,text,,"TRANSPORT models have a transport capacity listed on their datasheet. This determines the type and maximum number of friendly models that are eligible to embark within them. More than one unit can be embarked within the same TRANSPORT model at the same time, provided it has sufficient transport capacity. | Before the battle, in the Declare Battle Formations step, your units can start embarked within any friendly TRANSPORT model that has sufficient transport capacity remaining for the whole unit."
18. Transports,Embarking,18.02,text,,"Once the first battle round has started, a friendly unit can embark within a friendly TRANSPORT model after making a normal, advance or fall-back move, if all of the following conditions apply: | - Each model in that unit is within 3"" of that TRANSPORT. | - That unit was not set up on the battlefield this turn. | - That unit is eligible to embark within that TRANSPORT, as described on that TRANSPORT’s datasheet. | - That TRANSPORT has sufficient remaining transport capacity for each model in that unit. | When a unit embarks, the active player removes that unit from the battlefield and places it to one side – it is now embarked within that TRANSPORT and is not on the battlefield."
18. Transports,Embarking,18.02,accordion,18.02.01 - Able To Embark,"A unit is able to embark if it meets all of the conditions in Embarking (18.02). Note that one or more of these conditions may be modified by other rules, in which case a unit must satisfy those modified conditions in addition to any unmodified conditions to be able to embark."
18. Transports,Disembarking,18.03,text,,"In the active player’s Movement phase, each friendly unit embarked within a TRANSPORT model can disembark from it by making a disembark move (18.04). | If a TRANSPORT model is destroyed, before removing it from the battlefield, the active player must make an emergency disembark move (18.05) with each unit embarked within it."
19. Attached Units,Attached Units,19.00,text,,"The heroes of your army rarely fight alone. Instead, they typically lead bands of warriors, forming an attached unit that acts as a single entity. This section explains how to form attached units and how they function on the battlefield."
19. Attached Units,Forming Attached Units,19.01,text,,"Some units have the Leader or Support ability listed on their datasheet (24.22 & 24.34). Such units are known as leader units and support units respectively. Both of these abilities allow such units to lead other friendly units (known as bodyguard units) to form attached units. An attached unit is a single unit for all rules purposes. Leader and support units can only lead specific bodyguard units, as listed in the Warhammer 40,000 app"
19. Attached Units,Forming Attached Units,19.01,accordion,19.01.01 - Attached Units After Their Bodyguard Unit is Destroyed,"Some units have rules stating that when the bodyguard unit in an attached unit is destroyed, leader/support units that were attached to them become separate units with their original starting strengths. | When the bodyguard unit in an attached unit affected by such a rule is destroyed, all of those leader/support units remain a single unit for all rules purposes."
19. Attached Units,Attacking Attached Units,19.02,text,,"Each time an attack targets an attached unit, if that unit contains one or more bodyguard models, use the highest T characteristic of the bodyguard models in that unit while resolving that attack, even if a leader/support unit in that attached unit has a different T characteristic. If that unit only contains leader/support models, use the highest T characteristic of those models while resolving that attack instead. | Rules that are triggered when a unit is destroyed are only triggered when the last model that started the battle in an attached unit is destroyed."
19. Attached Units,Keywords In Attached Units,19.03,text,,"An attached unit has all of the keywords of all of its component units. As such, an attached unit is affected by any rule that applies to units with any of those keywords. Note that models in an attached unit do not gain the keywords of other models in that unit that they do not already have. Remember that attacks target units, not models. | Example: An attached unit contains a leader model with the PSYKER keyword. While that model is part of that unit, that unit has the PSYKER keyword, even if the bodyguard models do not have that keyword. If that unit is attacked by a weapon with the [ANTI‑PSYKER 4+] ability, any unmodified wound roll of 4+ made against that unit is a critical wound, even if the attack itself is not allocated to that leader model."
19. Attached Units,Abilities In Attached Units,19.04,text,,"Abilities/rules that affect a single specified model (e.g. from an enhancement or an item of wargear) only ever apply to that model, even while part of an attached unit. | Otherwise, abilities/rules that affect a unit (or models in it) apply to every model in an attached unit, until the source of that ability/rule is destroyed, as shown below. | SOURCE OF ABILITY/RULE | APPLIES TO THE ATTACHED UNIT UNTIL | Leader/support unit | The last model in that leader/support unit is destroyed.* | Bodyguard unit- (e.g. from a datasheet ability) | The last model in that bodyguard unit is destroyed | A specific model- (e.g. the bearer of an enhancement or an item of wargear) | That model is destroyed | *This means leader/support units continue to benefit from their own 'while this model is leading a unit' abilities even after their bodyguard unit is destroyed, provided they started the battle in an attached unit. | In all of the above cases, if that last model was destroyed as the result of an attack, the ability it was conferring upon the attached unit applies until the attacking unit has resolved all of its attacks."
19. Attached Units,Abilities In Attached Units,19.04,accordion,19.04.01 - Only In Death Does Duty End,"Leader and support units often have abilities that make the models they are leading more powerful. In the same way, some bodyguard units’ abilities can enhance the power of those leading them. Abilities in Attached Units (19.04) means that once the models conferring such effects are destroyed, that attached unit does not continue to benefit from them. Should those models later be revived, however, those abilities will once more apply to their attached unit."
20. Strategic Reserves,Strategic Reserves,20.00,text,,"Strategic reserves are units that arrive on the battlefield at different times, either because they were held back during deployment, or because they are using special abilities to reposition themselves."
20. Strategic Reserves,Placing Units In Strategic Reserves,20.01,text,,"Before the battle, in the Declare Battle Formations step, you can select one or more friendly units (excluding FORTIFICATIONS) to place in strategic reserves. Instead of setting up these units on the battlefield during deployment, place them to one side; they are strategic reserves units, and will arrive later in the battle. | Unless otherwise stated, the combined points value of all of your strategic reserves units (including those embarked within TRANSPORTS that are themselves placed in strategic reserves) cannot exceed 50% of your points limit for your battle size."
20. Strategic Reserves,Placing Units In Strategic Reserves,20.01,accordion,20.01.01 - Reserves,The term 'Reserves' is the same as strategic reserves.
20. Strategic Reserves,Repositioned Units,20.02,text,,"Some rules allow units to be removed from the battlefield and placed in strategic reserves during the battle. Units that use such rules are known as repositioned units. In addition to any other rules that apply to such units (such as where they can or cannot arrive), all of the following rules apply to them: | - If used in the Movement phase, such rules can be used on units that have already moved that phase. | - A repositioned unit that is set up in the same turn in which it made an advance, fall-back or disembark move has still made an advance, fall-back or disembark move that turn. | - When they are removed from the battlefield, any rules that are affecting such units for a specified duration or under specified circumstances continue to affect them while that duration and/or those circumstances apply. | Example: A unit that was within range of an aura ability when removed from the battlefield would no longer be affected by that aura ability if it is no longer within range of it when it makes an ingress move, but a unit that was battle-shocked when removed from the battlefield would still be battle-shocked if it makes an ingress move in the same turn."
20. Strategic Reserves,Arriving From Strategic Reserves,20.03,text,,"To arrive on the battlefield, each strategic reserves unit must make an ingress move (20.04). Unless otherwise stated, they can only do so from the second battle round onwards. | At the end of the third battle round, unless otherwise stated, all strategic reserves units that have not made one or more ingress moves are destroyed, with the following exceptions: | - Units embarked within TRANSPORTS that have made an ingress move during the battle. | - Repositioned units (20.02)."
20. Strategic Reserves,Arriving From Strategic Reserves,20.03,accordion,20.03.01 - Set Up As Reinforcements,"If a rule mentions a unit being set up on the battlefield as Reinforcements, it means a unit that made an ingress move."
21. Flying and Surging,Flying and Surging,21.00,text,,"This section supplements the basic rules for moving models, explaining how some units can fly over obstacles or surge closer to the enemy."
21. Flying and Surging,Surge Moves,21.01,text,,Some rules allow a unit to make a surge move (21.02).
21. Flying and Surging,Surge Moves,21.01,header,,Making a Surge Move
21. Flying and Surging,Surge Moves,21.01,image,,-
21. Flying and Surging,Surge Moves,21.01,text,,"• Unit ***A*** shoots, and ***destroys*** two models from unit ***B***. | • Unit ***B*** has an ability that allows it to make a ***surge move*** of D6"" after an enemy unit has shot, if one or more of its models were ***destroyed*** by those attacks. The active player rolls one D6, resulting in a 4. | • Unit ***B*** makes a ***surge move***, each of its surviving models moving up to 4"" towards the closest enemy unit (unit ***C***). It ends this move ***engaged*** with that unit."
21. Flying and Surging,Flying Models,21.03,text,,"Models with the FLY keyword, and units such models are part of, are said to be able to FLY. Some rules also refer to such models/units as FLYING models/FLYING units. | Each time a FLYING unit is selected to make a normal, advance, fall-back or charge move, before moving any models in that unit, the active player can declare that it will take to the skies. If it does, while resolving that move: | - Subtract 2"" from the maximum distance. | - Each time a FLYING model moves: | - Ignore all vertical distance for the purposes of how far it has moved. | - It can move through all types of model (including enemy models and MONSTER/VEHICLE models). | - It can move horizontally and vertically through all categories of terrain feature."
21. Flying and Surging,Flying Models,21.03,header,,Taking to the Skies
21. Flying and Surging,Flying Models,21.03,image,,-
21. Flying and Surging,Flying Models,21.03,text,,"• This Riptide Battlesuit can Fly. It makes an ***advance move*** with a ***maximum distance*** of 16"". | • Before moving the unit, the active player declares that it will ***take to the skies***. That move’s ***maximum distance*** is reduced to 14"", but while making that move, the Riptide Battlesuit can move through all enemy units (including Vehicles) and all ***terrain features***, ignoring any vertical distance that would normally be counted to ascend and descend ***terrain features***."
22. Other Rules And Abilities,Other Rules And Abilities,22.00,text,,"In addition to the core abilities presented elsewhere, many units have access to other rules and types of abilities that function as described below."
22. Other Rules And Abilities,Aura Abilities,22.01,text,,"Abilities that affect models or units within a stated range are aura abilities, and are tagged with the word ‘Aura’. | While a model with an aura ability is on the battlefield, it is always within range of its own aura ability. | A unit can be affected by more than one aura ability at a time, but if a unit is within range of the same aura ability more than once, that aura ability only applies to that unit once."
22. Other Rules And Abilities,Faction Abilities,22.02,text,,"Some abilities are common to each unit that belongs to a particular faction – these are faction abilities (also known as army rules), and are listed in the Faction Abilities section of a datasheet. | Unless otherwise stated, a unit’s faction abilities only apply if the army faction you selected while mustering your army matches a faction keyword listed on that unit’s datasheet."
22. Other Rules And Abilities,Psychic Abilities,22.03,text,,"Abilities tagged with the word ‘Psychic’ are psychic abilities. If a psychic ability causes a model to lose one or more wounds, each of those wounds is said to be inflicted by a psychic attack (this can be important for the triggering of other rules)."
22. Other Rules And Abilities,Wargear Abilities,22.04,text,,"Abilities that are gained when a unit (or one of its models) has a particular item of wargear are wargear abilities, and are listed in the Wargear Abilities section of a datasheet. | If a unit has an item of wargear that has a wargear ability, that ability applies to that unit. If a model within a unit has an item of wargear that has a wargear ability, that model is the ‘bearer’ of that item of wargear and that ability applies until that model is destroyed."
22. Other Rules And Abilities,Plunging Fire,22.05,text,,"Each time a model makes a ranged attack that targets a visible unit containing one or more models on ground level, if one or more of the following conditions apply, improve the BS characteristic of that attack by 1: | - The attacking model is on a section of a terrain feature that is 3"" or more in height. | - The attacking model has the TOWERING keyword and the target unit is within 12""."
22. Other Rules And Abilities,Plunging Fire,22.05,header,,Plunging Fire
22. Other Rules And Abilities,Plunging Fire,22.05,image,,-
22. Other Rules And Abilities,Plunging Fire,22.05,text,,"All the attacking models in unit ***A*** are on a section of ***terrain feature*** that is 3"" or more in height, and the target unit contains models on ground level, so ***Plunging Fire*** improves the ***BS*** characteristic of those attacks by 1. | Attacking model ***B*** is on ground level, but has the Towering keyword. The target unit is within 12"" and contains models on ground level, so ***Plunging Fire*** improves the ***BS*** characteristic of those attacks by 1."
23. Aircraft,Aircraft,23.00,text,,"AIRCRAFT fulfil a unique but limited role on Warhammer 40,000 battlefields. Hurtling through the skies while they duel one another, strafe ground forces or perform bombing runs, they are constantly on the move."
23. Aircraft,Aircraft Deployment,23.01,text,,"- In the Declare Battle Formations step, all AIRCRAFT units must be placed in strategic reserves (20.01)."
23. Aircraft,Aircraft Movement,23.02,text,,"- AIRCRAFT units are only eligible to make an ingress move (20.04); they are not eligible to make any other type of move. | - At the end of your opponent’s turn, all AIRCRAFT units in your army that are on the battlefield must be placed in strategic reserves. | - Each time a unit makes any type of move, its models can be moved through AIRCRAFT models. | - Each time a unit makes a pile-in, consolidation or surge move, unless that unit can FLY, while making that move, ignore AIRCRAFT units for the purposes of selecting enemy units and determining the closest enemy unit. | - Being engaged solely with one or more AIRCRAFT units does not prevent a unit from being eligible to make a normal or advance move."
23. Aircraft,Shooting With Or At Aircraft,23.03,text,,"- The Plunging Fire rule (22.05) has no effect on attacks made by, or targeting, AIRCRAFT units."
23. Aircraft,Aircraft Charging And Fighting,23.04,text,,"- AIRCRAFT units are not eligible to declare a charge, and can only make melee attacks that target FLYING units. | - Only FLYING units can select AIRCRAFT units as a charge target, and only FLYING models can make melee attacks that target AIRCRAFT units."
24. Core Abilities,Core Abilities,24.00,text,,"This section presents the most common abilities used in Warhammer 40,000. When these appear in other places, they are usually only referenced by name."
24. Core Abilities,Abilities,24.01,text,,"Many units have core abilities listed on their datasheets, and weapon abilities listed in their weapon profiles. | Weapon abilities are presented in square brackets with bold formatting, e.g. [BLAST]. Weapons are often described using a particular ability they have, e.g. [BLAST] weapons are those with the [BLAST] ability. | If a weapon ability is followed by one or more keywords, when making attacks with that weapon, that ability only applies if the target unit has one or more of those keywords. | Example: The [LETHAL HITS: VEHICLE] ability only applies to attacks that target a VEHICLE unit. The [SUSTAINED HITS 1: INFANTRY/BEASTS] ability only applies to attacks that target an INFANTRY/BEASTS unit."
24. Core Abilities,Abilities,24.01,accordion,24.01.01 - With The 'X' Ability,"Some rules affect or require you to select a model or unit with a particular ability. When resolving such rules, any numbers following the ability are irrelevant when determining if such rules apply. | Example: If a rule instructs you to select a model from your army with the Deadly Demise ability, you could select a model with the Deadly Demise 1, Deadly Demise D3 or Deadly Demise D6 ability."
24. Core Abilities,Duplicated Abilities,24.02,text,,"Multiple instances of the same core ability or weapon ability are not cumulative, regardless of any numbers or keywords included in them. In such cases, the controlling player must select which instance will apply at any one time. In the case of duplicated weapon abilities, this selection must be made each time that unit makes attacks, in the Select Weapons step. | - Multiple instances of core abilities that include a number are duplicated even if that number varies. However, in the case of Scouts, you must select the lowest number not shared by every model in that unit (e.g. if every model in a unit has both Scouts 6"" and Scouts 8"", you could select Scouts 8"" as it is shared by every model, but if a unit contains one model with Scouts 6"" and five with Scouts 8"", you must select Scouts 6""). | - Multiple instances of weapon abilities that include a number (e.g. [SUSTAINED HITS 1]) are duplicated even if that number varies (e.g. the controlling player would have to select between [SUSTAINED HITS 1] and [SUSTAINED HITS 2]). | - Multiple instances of weapon abilities that include a keyword are duplicated even if that keyword varies (e.g. the controlling player would have to select between [ANTI‑VEHICLE 4+] and [ANTI‑INFANTRY 2+])."
24. Core Abilities,[ANTI],24.03,text,,"This ability always takes the form [ANTI‑X Y+]. Each time an attack is made with an [ANTI] weapon, if the target unit has the keyword denoted by X, an unmodified wound roll of Y+ is a critical wound. | Example: An attack made with an [ANTI‑VEHICLE 4+] weapon against a VEHICLE unit will result in a critical wound on an unmodified wound roll of 4+, while an attack made with an [ANTI‑PSYKER 2+] weapon against a PSYKER unit will result in a critical wound on an unmodified wound roll of 2+."
24. Core Abilities,[ASSAULT],24.04,text,,Units containing one or more models with an [ASSAULT] weapon can shoot using assault shooting (10.05).
24. Core Abilities,[BLAST],24.05,text,,"Each time you gather attack dice for a [BLAST] weapon, add one additional attack dice for every five models that were in the target unit in the Select Targets step (rounding down). | If this ability takes the form [BLAST X], each time you gather attack dice for such a weapon, add X additional attack dice for every five models that were in the target unit in the Select Targets step (rounding down) instead. | Example: If a [BLAST 2] weapon with an A characteristic of 3 targets a unit containing 12 models, you would gather four additional attack dice for that weapon (for a total of seven for that weapon)."
